author.username,content
author16,"automata have a really funny situation when it comes to respiration
they dont need to breathe, but can still suffocate"
author2,I mean the plants are still living and they are somewhat suffused with the plants
author16,it just feels like a conrasu should be a construct
author4,I thought you were saying stich flesh disproved the RAW issue lol
author2,They have plant bodies
author4,Ohhh yeah misunderstood that message the
author16,they have the trait
author16,conrasu are plants?
author16,wait wtf
author2,I was just meaning that I would be treating him as non-living
author4,It wasnt that he was actually living but that he was treated as being a living creature or something
author16,they lose their stuffing lmao
author2,poppets also heal from positive unlike constructs so I think it is fair they bleed
author4,"Technically it was just that he would be ""treated as living"""
author13,lmfao yea i changed it thanks
author2,woah woah woah
author13,nobody screenshot that comment
author13,i dont like that ancestry
author16,poppet definitely needs a once-over from paizo
author16,that mouth does not seem very articulate
author16,not sure how thats gonna work out lol
author16,"they do get a +1 to saves against the things constructs are immune to (except bleed, ironically)"
author2,They also have to eat normal food though
author16,"i think they shouldn't be able to
as they are constructs and aren't called out as losing construct immunities"
author2,I've been testing a bunch of stuff with bleed to see what does it
author2,foundry says poppets can bleed
author2,especially with stitch flesh existing
author2,yeh you are consider not living
author16,unlike automaton which says you don't get them
author16,it doesnt say you don't get the other benefits of being a construct
author16,but the other thing about poppets
author4,I think the reason is in society play being a nonliving creature can make you immune to plot relevant things
author16,poppets are also called out as being living creatures
author16,"i feel like being an undead skeleton man isn't exactly being a living creature
and unlike automata being called out as being living creatures despite being constructs, skeleton does no such thing"
author16,i concur
author4,Which frankly makes way more sense logically but that may be the 1e player in me
author4,Prob not
author13,am i considered a living creature for spells or nah then
author13,Wait there was a conclusion in all that
author4,Yeah I just went down the rabbit hole and thought it was weird af
author2,already came to a conclusion
author2,just pondering
author2,We aren't debating it
author13,"I dont really care either way guys, im fine with anything"
author4,But yeah is they weren't a living creature they technically couldn't even be targeted with it
author2,oh yeah
author16,"its to call out how skeletons are immune to the death part only, but can still take damage and be frightened"
author4,Well they are immune to the spell but they get partial
author2,Odd that it does that since they are immune to death effects
author4,Even thoiugh technically
author4,Which is why in the write up it cites phantasmal killer being cast on the skeleton
author4,And it's supposed to be covered by the undead benefits
author4,But basically apparently it + examples in the book imply you are supposed to treat undead players as living for effects
author2,I saw people mention it was so... idk
author16,but we'll have to wait for aon to get updated
author16,nothing popped up in the remaster faq
author2,I think the undead trait may have got redefined in the remaster and/or will in monster core
author4,Supposedly but I can't find a sorce
author16,does it define it differently from the crb?
author16,mmm i see
author4,Apparently Book of the Dead defines the Undead trait weird
author2,bleed or undead benefits?
author16,i cant even find a definition of bleed on aon
author4,"And archives has it slightly different from the actual book
(Hopefully from some sort of etera I couldn't find)"
author4,Unlike anything else immune to bleed (like constructs)
author4,Basically the weirdness is because Undead's bleed immunity is listed in the definition of bleed dmg
author2,archives working again
author4,But just thought I'd mention the weird shit
author4,This is how I'd do it as well cause it's clearly RAI
author16,given they can use it as a fucking *cannon*
author16,for both the automata and anyone nearby
author16,"and if that core starts leaking, its a much bigger problem"
author16,but afaik its contained in a core
author16,they do
author4,They have life essence or something I guess?
author16,they literally dont have blood
author16,bizarre that automata aren't immune to bleed
author4,"As another weird side note
Automata are explicitly not immune to bleed but poppets may be in the same skeleton void"
author16,since skeletons have a much larger list of things rather than just slapping void healing and the undead trait on and calling it a day
author2,raw the undead stuff isn't busted or anything so I'll just run it as is
author16,i dont think they did
author4,I think they based it off dhampir or something and had some weird oversights
author4,"It isn't that he's literally ""living"" he's just treated as one for effects cause he lacks immunities or something dumb like that"
